DewerID,RowID,1,2,3,4,5,6,7,8,9,10,Protein_FP,Date,Passage,NumCells,Notes,Protein_FP2,Date2,Passage2,NumCells2
"Assay Development Dewer 577 - Tower 1, Box J",F,AICS036 clone 47,AICS036 clone 47,AICS036 clone 47,AICS036 clone 47,AICS036 clone 47,AICS036 clone 47,AICS036 clone 47,AICS036 clone 47,,,AAVS1 safe harbor cytosolic GFP with CAG promoter,11/21/16,27,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 1, Box J",G,AICS022 cr2,AICS022 cr2,AICS022 cr2,AICS022 cr2,AICS022 cr2,AICS022 cr2,AICS022 cr2,AICS022 cr2,AICS022 cr2,,LAMP1 mEGFP,1/13/17,12,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 1, Box J",H,AICS022 cr3,AICS022 cr3,AICS022 cr3,AICS022 cr3,AICS022 cr3,AICS022 cr3,AICS022 cr3,AICS022 cr3,,,LAMP1 mEGFP,1/13/17,12,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 1, Box J",I,,removed 5/12 CH,AICS0031 cl20,AICS0031 cl20,AICS0031 cl20,AICS0031 cl20,AICS0031 cl20,AICS0031 cl20,removed 2.7,,TUBA1B mTagRFPT,1/31/17,23,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box A (first from top)",A,AICS0031 cl22,AICS0031 cl22,AICS0031 cl22,AICS0031 cl22,AICS0031 cl22,AICS0031 cl22,AICS0031 cl22,removed 2.7,,,TUBA1B mTagRFPT,1/31/17,23,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box A (first from top)",B,AICS0031 cl35,AICS0031 cl35,AICS0031 cl35,AICS0031 cl35,AICS0031 cl35,AICS0031 cl35,removed 1/2/2018 cch,removed 20171106 cch,removed 2.7,,TUBA1B mTagRFPT,1/31/17,23,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box A (first from top)",C,AICS0031 cl45,AICS0031 cl45,AICS0031 cl45,AICS0031 cl45,AICS0031 cl45,AICS0031 cl45,AICS0031 cl45,removed 3.30 cch,removed 2.7,,TUBA1B mTagRFPT,1/31/17,23,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box A (first from top)",D,AICS0032 cl15,AICS0032 cl15,AICS0032 cl15,AICS0032 cl15,AICS0032 cl15,AICS0032 cl15,AICS0032 cl15,AICS0032 cl15,AICS0032 cl15,,centrin 2 mTagRFPT,2/10/17,21,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box A (first from top)",E,removed 5/26/17 IAM,removed 1/2/2018 cch,AICS0032cl19,AICS0032cl19,AICS0032cl19,AICS0032cl19,AICS0032cl19,AICS0032cl19,AICS0032cl19,,centrin 2 mTagRFPT,2/10/17,21,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box A (first from top)",F,AICS0032 cl30,AICS0032 cl30,AICS0032 cl30,AICS0032 cl30,AICS0032 cl30,AICS0032 cl30,AICS0032 cl30,AICS0032 cl30,AICS0032 cl30,,centrin 2 mTagRFPT,2/10/17,21,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box A (first from top)",G,AICS0032 cl37,AICS0032 cl37,AICS0032 cl37,AICS0032 cl37,AICS0032 cl37,AICS0032 cl37,AICS0032 cl37,AICS0032 cl37,AICS0032 cl37,,centrin 2 mTagRFPT,2/10/17,20,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box A (first from top)",H,AICS0032 cl40,AICS0032 cl40,AICS0032 cl40,AICS0032 cl40,AICS0032 cl40,AICS0032 cl40,AICS0032 cl40,AICS0032 cl40,AICS0032 cl40,,centrin 2 mTagRFPT,2/10/17,21,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box A (first from top)",I,,removed 4/11/2017,removed 6.30 SL,AICS0034 CR1,AICS0034 CR1,AICS0034 CR1,AICS0034 CR1,AICS0034 CR1,AICS0034 CR1,,Lamin B1 mTagRFPT,2/10/17,14,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box B",A,AICS022 cl3,AICS022 cl3,AICS022 cl3,AICS022 cl3,AICS022 cl3,AICS022 cl3,AICS022 cl3,AICS022 cl3,AICS022 cl3,AICS025 CL 20,LAMP1 mEGFP,2/16/17,P16,1x10^6,,ST6GAL1  mEGFP,4/7/17,P34,1x10^6
"Assay Development Dewer 577 - Tower 2, Box B",B,AICS022 cl15,AICS022 cl15,AICS022 cl15,AICS022 cl15,AICS022 cl15,AICS022 cl15,AICS022 cl15,AICS022 cl15,,AICS025 CL 20,LAMP1 mEGFP,2/16/17,P16,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box B",C,removed 5/12 IM,removed ,removed 1/5,AICS022 cl37,AICS022 cl37,AICS022 cl37,AICS022 cl37,AICS022 cl37,AICS022 cl37,AICS025 CL 20,LAMP1 mEGFP,2/16/17,P16,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box B",D,AICS022 cl38,AICS022 cl38,AICS022 cl38,AICS022 cl38,AICS022 cl38,AICS022 cl38,AICS022 cl38,AICS022 cl38,,AICS025 CL 20,LAMP1 mEGFP,2/16/17,P16,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box B",E,AICS016 cl184,AICS016 cl184,AICS016 cl184,AICS016 cl184,AICS016 cl184,AICS016 cl184,AICS016 cl184,Removed CCH 20170808,,AICS025 CL 20,beta actin mEGFP,3/3/17,P34,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box B",F,AICS036 cr1,AICS036 cr1,AICS036 cr1,AICS036 cr1,AICS036 cr1,AICS036 cr1,AICS036 cr1,AICS036 cr1,AICS036 cr1,AICS025 CL 20,AAVS1 safe harbor cytosolic GFP with PGK promoter,3/17/17,P19,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box B",G,AICS033 cr3,AICS033 cr3,AICS033 cr3,AICS033 cr3,AICS033 cr3,AICS033 cr3,AICS033 cr3,AICS033 cr3,AICS033 cr3,AICS025 CL 20,PMP34 mEGFP,3/24/17,P18,0.5x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box B",H,AICS033 cr1,AICS033 cr1,AICS033 cr1,AICS033 cr1,AICS033 cr1,AICS033 cr1,AICS033 cr1,AICS033 cr1,,AICS025 CL 20,PMP34 mEGFP,3/24/17,P19,0.6x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box B",I,AICS010 cl 55,AICS010 cl 55,AICS010 cl 55,AICS010 cl 55,AICS010 cl 55,AICS010 cl 55,AICS010 cl 55,AICS010 cl 55,AICS010 cl 55,AICS025 CL 20,Sec61B,3/25/17,P26,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box B",J,AICS025 CL 4,AICS025 CL 4,AICS025 CL 4,AICS025 CL 4,AICS025 CL 4,AICS025 CL 4,AICS025 CL 4,AICS025 CL 4,AICS025 CL 4,,ST6GAL1 mEGFP,4/7/17,P33,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box C",A,AICS025 CL 114,AICS025 CL 114,AICS025 CL 114,AICS025 CL 114,AICS025 CL 114,AICS025 CL 114,AICS025 CL 114,AICS025 CL 114,AICS025 CL 114,,ST6GAL1 mEGFP,4/7/17,P35,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box C",B,AICS025 CL 172,AICS025 CL 172,AICS025 CL 172,AICS025 CL 172,AICS025 CL 172,AICS025 CL 172,AICS025 CL 172,AICS025 CL 172,AICS025 CL 172,,ST6GAL1 mEGFP,4/7/17,P34,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box C",C,removed 7/14/2017 CCH,AICS025 CL 44,AICS025 CL 44,AICS025 CL 44,AICS025 CL 44,AICS025 CL 44,AICS025 CL 44,AICS025 CL 44,AICS025 CL 44,,ST6GAL1 mEGFP,4/7/17,P32,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box C",D,removed 7/14/2017 CCH,AICS025 CL 1,AICS025 CL 1,AICS025 CL 1,AICS025 CL 1,AICS025 CL 1,AICS025 CL 1,AICS025 CL 1,AICS025 CL 1,,ST6GAL1 mEGFP,4/14/17,P34,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box C",E,AICS056 mixed,AICS056 mixed,AICS056 mixed,AICS056 mixed,AICS056 mixed,AICS056 mixed,removed 1/2/2018 cch,removed 20171110 cch,removed 6/5 CCH,,alpha tubulin mEGFP +Centrin 2 mTagRFP-T,5/5/17,P40,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box C",F,AICS011 CL 27,AICS011 CL 27,AICS011 CL 27,AICS011 CL 27,AICS011 CL 27,AICS011 CL 27,AICS011 CL 27,AICS011 CL 27,,,TOMM 20 mEGFP,5/12/17,P32,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box C",G,AICS012 CL 105,AICS012 CL 105,AICS012 CL 105,AICS012 CL 105,AICS012 CL 105,AICS012 CL 105,AICS012 CL 105,AICS012 CL 105,AICS012 CL 105,,TUBA1B mEGFP,5/12/17,P31,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box C",H,AICS030 CL 20,AICS030 CL 20,AICS030 CL 20,AICS030 CL 20,AICS030 CL 20,AICS030 CL 20,AICS030 CL 20,AICS030 CL 20,AICS030 CL 20,,LC3 mEGFP ,5/26/17,P23,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box C",I,AICS040 CR 2,AICS040 CR 2,AICS040 CR 2,AICS040 CR 2,AICS040 CR 2,AICS040 CR 2,AICS040 CR 2,AICS040 CR 2,AICS040 CR 2,,Rab5A mEGFP,5/26/17,P15,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box C",J,AICS033 CL 106,AICS033 CL 106,AICS033 CL 106,AICS033 CL 106,AICS033 CL 106,AICS033 CL 106,AICS033 CL 106,AICS033 CL 106,AICS033 CL 106,,PMP34 mEGFP,5/26/17,P14,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box D",A,AICS033 CL 115,AICS033 CL 115,AICS033 CL 115,AICS033 CL 115,AICS033 CL 115,AICS033 CL 115,AICS033 CL 115,AICS033 CL 115,AICS033 CL 115,,PMP34 mEGFP,5/26/17,P14,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box D",B,AICS033 CL 154,AICS033 CL 154,AICS033 CL 154,AICS033 CL 154,AICS033 CL 154,AICS033 CL 154,AICS033 CL 154,removed 20171106 cch,removed 8/18/17 SL,,PMP34 mEGFP,5/26/17,P14,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box D",C,AICS0030 CL 23,AICS0030 CL 23,AICS0030 CL 23,AICS0030 CL 23,AICS0030 CL 23,AICS0030 CL 23,AICS0030 CL 23,AICS0030 CL 23,AICS0030 CL 23,,LC3 mEGFP,6/5/17,P40,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box D",D,AICS040 CL13,AICS040 CL13,AICS040 CL13,AICS040 CL13,AICS040 CL13,AICS040 CL13,AICS040 CL13,AICS040 CL13,AICS040 CL13,,Rab5A mEGFP ,7/7/17,P19,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box D",E,AICS040 CL35,AICS040 CL35,AICS040 CL35,AICS040 CL35,AICS040 CL35,AICS040 CL35,AICS040 CL35,AICS040 CL35,AICS040 CL35,,Rab5A mEGFP ,7/7/17,P19,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box D",F,AICS040 CL39,AICS040 CL39,AICS040 CL39,AICS040 CL39,AICS040 CL39,AICS040 CL39,,,,,Rab5A mEGFP ,7/7/17,P19,0.5x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box D",G,AICS040 CL50,AICS040 CL50,AICS040 CL50,AICS040 CL50,AICS040 CL50,AICS040 CL50,AICS040 CL50,AICS040 CL50,,,Rab5A mEGFP ,7/7/17,P19,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box D",H,AICS040 CL56,AICS040 CL56,AICS040 CL56,AICS040 CL56,AICS040 CL56,AICS040 CL56,AICS040 CL56,AICS040 CL56,AICS040 CL56,,Rab5A mEGFP ,7/7/17,P19,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box D",I,AICS040 CL61,AICS040 CL61,AICS040 CL61,AICS040 CL61,AICS040 CL61,AICS040 CL61,AICS040 CL61,AICS040 CL61,AICS040 CL61,,Rab5A mEGFP ,7/7/17,P19,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box D",J,AICS054 CR1,AICS054 CR1,AICS054 CR1,AICS054 CR1,AICS054 CR1,AICS054 CR1,AICS054 CR1,AICS054 CR1,,,AAVS1 safe harbor PM-mTagRFP-T with CAG promoter,7/17/17,P18,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box E",A,AICS054 CR2,AICS054 CR2,AICS054 CR2,AICS054 CR2,AICS054 CR2,AICS054 CR2,AICS054 CR2,AICS054 CR2,,,AAVS1 safe harbor PM-mTagRFP-T with CAG promoter,7/17/17,P18,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box E",B,AICS053 Cl4,AICS053 Cl4,AICS053 Cl4,AICS053 Cl4,AICS053 Cl4,AICS053 Cl4,AICS053 Cl4,AICS053 Cl4,AICS053 Cl4,,GJA1 mEGFP,9/20/17,P15,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box E",C,AICS053 Cl16,AICS053 Cl16,AICS053 Cl16,AICS053 Cl16,AICS053 Cl16,AICS053 Cl16,AICS053 Cl16,AICS053 Cl16,AICS053 Cl16,,GJA1 mEGFP,9/20/17,P15,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box E",D,AICS053 Cl49,AICS053 Cl49,AICS053 Cl49,AICS053 Cl49,AICS053 Cl49,AICS053 Cl49,AICS053 Cl49,AICS053 Cl49,AICS053 Cl49,,GJA1 mEGFP,9/20/17,P15,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box E",E,AICS053 Cl70,AICS053 Cl70,AICS053 Cl70,AICS053 Cl70,AICS053 Cl70,AICS053 Cl70,AICS053 Cl70,AICS053 Cl70,AICS053 Cl70,,GJA1 mEGFP,9/20/17,P15,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box E",F,AICS053 Cl80,AICS053 Cl80,AICS053 Cl80,AICS053 Cl80,AICS053 Cl80,AICS053 Cl80,AICS053 Cl80,AICS053 Cl80,AICS053 Cl80,,GJA1 mEGFP,9/20/17,P15,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box E",G,AICS035 CR1,AICS035 CR1,AICS035 CR1,AICS035 CR1,AICS035 CR1,AICS035 CR1,AICS035 CR1,AICS035 CR1,AICS035 CR1,,TUBA1B/LMNB1 (mEGFP/tdTomato),9/29/17,P32,0.6M,2x enriched,,,,
"Assay Development Dewer 577 - Tower 2, Box E",H,AICS038 CR1,AICS038 CR1,AICS038 CR1,AICS038 CR1,AICS038 CR1,AICS038 CR1,AICS038 CR1,AICS038 CR1,AICS038 CR1,,TOMM20/TUBA1B (mEGFP/mTagRFPt),9/29/17,P43,0.6M,2X enriched,,,,
"Assay Development Dewer 577 - Tower 2, Box E",I,removed 11.10.2017 cch,AICS045 CL10,AICS045 CL10,AICS045 CL10,AICS045 CL10,AICS045 CL10,AICS045 CL10,AICS045 CL10,AICS045 CL10,,SEC61B/TUBA1B (mEGFP/mTagRFPT),9/29/17,P26,0.6M,,,,,
"Assay Development Dewer 577 - Tower 2, Box E",J,AICS050 CR2,AICS050 CR2,AICS050 CR2,AICS050 CR2,AICS050 CR2,AICS050 CR2,AICS050 CR2,AICS050 CR2,AICS050 CR2,,AKT1 mEGFP,9/29/17,P17,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box F",A,AICS058 CR1,AICS058 CR1,AICS058 CR1,AICS058 CR1,AICS058 CR1,AICS058 CR1,AICS058 CR1,AICS058 CR1,AICS058 CR1,,CTNNB1 mEGFP,10/6/17,P14,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box F",B,AICS058 CR3,AICS058 CR3,AICS058 CR3,AICS058 CR3,AICS058 CR3,AICS058 CR3,AICS058 CR3,AICS058 CR3,AICS058 CR3,,CTNNB1 mEGFP,10/6/17,P14,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box F",C,AICS057 CR1,AICS057 CR1,AICS057 CR1,AICS057 CR1,AICS057 CR1,AICS057 CR1,AICS057 CR1,AICS057 CR1,AICS057 CR1,,NMP1 mEGFP,10/9/17,P16,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box F",D,AICS057 CR2,AICS057 CR2,AICS057 CR2,AICS057 CR2,AICS057 CR2,AICS057 CR2,AICS057 CR2,AICS057 CR2,removed 1/2/2018 cch,,NMP1 mEGFP,10/9/17,P17,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box F",E,AICS057 CR3,AICS057 CR3,AICS057 CR3,AICS057 CR3,AICS057 CR3,AICS057 CR3,AICS057 CR3,AICS057 CR3,AICS057 CR3,,NMP1 mEGFP,10/9/17,P16,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box F",F,AICS054 Cl 2,AICS054 Cl 2,AICS054 Cl 2,AICS054 Cl 2,AICS054 Cl 2,AICS054 Cl 2,AICS054 Cl 2,AICS054 Cl 2,AICS054 Cl 2,,AAVS1 safe harbor PM-mTagRFP-T with CAG promoter,10/6/17,P25,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box F",G,AICS054 Cl 55,AICS054 Cl 55,AICS054 Cl 55,AICS054 Cl 55,AICS054 Cl 55,AICS054 Cl 55,AICS054 Cl 55,AICS054 Cl 55,AICS054 Cl 55,,AAVS1 safe harbor PM-mTagRFP-T with CAG promoter,10/6/17,P25,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box F",H,AICS054 Cl 88,AICS054 Cl 88,AICS054 Cl 88,AICS054 Cl 88,AICS054 Cl 88,AICS054 Cl 88,AICS054 Cl 88,AICS054 Cl 88,AICS054 Cl 88,,AAVS1 safe harbor PM-mTagRFP-T with CAG promoter,10/6/17,P25,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box F",I,AICS054 Cl 13,AICS054 Cl 13,AICS054 Cl 13,AICS054 Cl 13,AICS054 Cl 13,AICS054 Cl 13,AICS054 Cl 13,AICS054 Cl 13,AICS054 Cl 13,,AAVS1 safe harbor PM-mTagRFP-T with CAG promoter,10/13/17,P30,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box F",J,AICS054 Cl 64,AICS054 Cl 64,AICS054 Cl 64,AICS054 Cl 64,AICS054 Cl 64,AICS054 Cl 64,AICS054 Cl 64,AICS054 Cl 64,AICS054 Cl 64,,AAVS1 safe harbor PM-mTagRFP-T with CAG promoter,10/13/17,P26,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box G",A,AICS054 Cl 91,AICS054 Cl 91,AICS054 Cl 91,AICS054 Cl 91,AICS054 Cl 91,AICS054 Cl 91,AICS054 Cl 91,AICS054 Cl 91,AICS054 Cl 91,,AAVS1 safe harbor PM-mTagRFP-T with CAG promoter,10/13/17,P26,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box G",B,AICS061 CR1,AICS061 CR1,AICS061 CR1,AICS061 CR1,AICS061 CR1,AICS061 CR1,AICS061 CR1,AICS061 CR1,AICS061 CR1,,H2B mEGFP ,11/7/17,P16,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box G",C,removed 1/15/18SL,AICS061 CR2,AICS061 CR2,AICS061 CR2,AICS061 CR2,AICS061 CR2,AICS061 CR2,AICS061 CR2,AICS061 CR2,,H2B mEGFP ,11/7/17,P16,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box G",D,AICS061 CR3,AICS061 CR3,AICS061 CR3,AICS061 CR3,AICS061 CR3,AICS061 CR3,AICS061 CR3,AICS061 CR3,AICS061 CR3,,H2B mEGFP ,11/7/17,P16,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box G",E,AICS062 CR1,AICS062 CR1,AICS062 CR1,AICS062 CR1,AICS062 CR1,AICS062 CR1,AICS062 CR1,AICS062 CR1,AICS062 CR1,,AAVS1 safe harbor H2B mCherry  + PM-mTagRFP-T with CAG promoter,11/3/17,P16,1x10^6,,,,,
"Assay Development Dewer 577 - Tower 2, Box G",F,,,,,,,,,,,,,,,,,,,
"Assay Development Dewer 577 - Tower 2, Box G",G,,,,,,,,,,,,,,,,,,,
"Assay Development Dewer 577 - Tower 2, Box G",H,,,,,,,,,,,,,,,,,,,
"Assay Development Dewer 577 - Tower 2, Box G",I,,,,,,,,,,,,,,,,,,,
"Assay Development Dewer 577 - Tower 2, Box G",J,,,,,,,,,,,,,,,,,,,
